subject,roi,fold,pair,id1,id2,s1,s2,s2_over_s1,singular_gap,outside_leak,source_deltanat_sha256,ok
subj01,ventral,0,10,A:P,B:C,9.94878669067207,6.630485446743089,0.666461715674314,0.333538284325686,2.992397996059992e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,11,A:P,B:D,9.573080739777135,7.7138554601602705,0.805786106880767,0.19421389311923298,3.894454203567932e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,12,A:P,B:K,10.107415671683544,7.447323584559611,0.7368177807729507,0.2631822192270493,2.957703526540456e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,13,A:P,B:T,9.533186550279202,6.923555842487999,0.7262582984159924,0.2737417015840075,3.720981855970251e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,14,A:P,B:W,9.561872550892105,6.929565053146267,0.7247079498565113,0.2752920501434887,3.8510861166685117e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,15,A:R,B:C,9.57684433411702,5.710119688676881,0.5962422995991352,0.4037577004008648,2.174909558005922e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,16,A:R,B:D,9.161022580624644,6.971572747291727,0.761003772879727,0.23899622712027302,2.6281060661048627e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,17,A:R,B:K,9.766064664116273,6.60501184651401,0.6763227639463613,0.32367723605363874,2.2985086056692694e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,18,A:R,B:T,8.881230937229166,6.428120155149289,0.7237870741772179,0.27621292582278206,2.5847379792054426e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,19,A:R,B:W,8.930647246792773,6.4087080321701,0.7176084616343607,0.28239153836563935,2.6020852139652106e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,20,A:V,B:C,9.923826198712177,6.212067014353798,0.6259749908921161,0.3740250091078839,2.732189474663471e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,21,A:V,B:D,9.404983360312183,7.538178695141845,0.8015089879852405,0.19849101201475947,2.7929047963226594e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,22,A:V,B:K,9.474592327886935,7.873054648024556,0.8309650036183075,0.16903499638169248,3.3480163086352377e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,23,A:V,B:T,9.295383971507794,6.822280943043394,0.7339428864859209,0.2660571135140791,3.4954678040932663e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,0,24,A:V,B:W,9.471928154886506,6.622783755420476,0.6992012235654285,0.3007987764345716,3.2959746043559335e-16,a4858677fd0ea9a4e6e80d7cdb44d0c461f9d04ca9469d05f3253451ee6e6ecc,1
subj01,ventral,1,0,A:E,B:B,8.88600290656116,6.693543745385247,0.7532682372231652,0.24673176277683484,1.973247953923618e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,1,A:E,B:D,9.273015430144804,7.217999623671839,0.778387535106164,0.221612464893836,1.9892229953088342e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,2,A:E,B:K,10.01311218817751,7.677021700870881,0.7666968627331617,0.2333031372668383,2.3678975447083417e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,3,A:E,B:T,9.385906368894412,6.799143418410033,0.7243992376637057,0.27560076233629427,2.342960894741175e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,4,A:E,B:W,9.147802114658273,6.5390968365419795,0.7148270977641558,0.2851729022358443,2.42861286636753e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,5,A:L,B:B,9.460339123595205,6.6354558788341995,0.70139725353868,0.29860274646132,2.8059152223924855e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,6,A:L,B:D,9.84340151751416,7.13852196372698,0.7252088570221946,0.2747911429778054,2.649790109554573e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,7,A:L,B:K,10.891903991009723,7.094238568435661,0.6513313534797323,0.3486686465202677,1.8480226030015423e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,8,A:L,B:T,9.796784239493421,6.936088500095465,0.7079964537888119,0.29200354621118807,2.972611306412132e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,9,A:L,B:W,9.865004757928855,6.235901508141615,0.6321235175410939,0.3678764824589061,3.0726289568239196e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,10,A:P,B:B,9.303844924665984,6.833230111941356,0.7344522793824054,0.26554772061759463,3.660266534311063e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,11,A:P,B:D,9.683388803021664,7.335550670721377,0.7575396196455879,0.24246038035441206,3.5041414214731503e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,12,A:P,B:K,10.6585864964808,7.421832684983161,0.6963242909773886,0.3036757090226114,1.8041124150158794e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,13,A:P,B:T,9.734104547254306,7.004340573605765,0.7195670171409321,0.28043298285906787,3.2612801348363973e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,14,A:P,B:W,9.56229826564104,6.670420636190329,0.6975750442922578,0.30242495570774214,3.703634621210483e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,15,A:R,B:B,8.969991620667843,6.231755763834627,0.6947337330255672,0.3052662669744329,2.5326962749261384e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,16,A:R,B:D,9.5824060266476,6.465043118466906,0.6746784785040776,0.32532152149592247,2.38524477946811e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,17,A:R,B:K,10.516540680909394,6.643222414129106,0.6316927415293988,0.36830725847060114,2.1597307275911248e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,18,A:R,B:T,9.349566849998014,6.514609992571884,0.6967820110910559,0.3032179889089442,2.181414771040835e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,19,A:R,B:W,9.154355140199318,6.178252745061838,0.6748976471244176,0.32510235287558237,2.8275992658421956e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,20,A:V,B:B,9.440879532471367,6.618034131601903,0.7009976251512957,0.2990023748487043,2.1597307275911248e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,21,A:V,B:D,9.712927304864854,7.274021136367865,0.7489010169698862,0.2510989830301138,1.8735013540549517e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,22,A:V,B:K,10.263650843773929,7.938548723328176,0.7734624690729623,0.2265375309270377,1.7520707107365752e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,23,A:V,B:T,9.780099765544263,6.916447408362723,0.7071959973997077,0.2928040026002922,2.0903417885520525e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,1,24,A:V,B:W,9.696253812754376,6.4489332103962065,0.6650953383577202,0.3349046616422798,2.0729945537922845e-16,47ae657679c8cb2d57f5dad88cda5edc0c39a165dcfa7c3c3d132adcec56f22a,1
subj01,ventral,2,0,A:E,B:B,8.549933049333072,6.910799304497191,0.808286949689771,0.19171305031022903,3.3219954564955856e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,1,A:E,B:C,9.035472070292931,6.896642044558867,0.7632851931703527,0.23671480682964727,2.688821387764051e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,2,A:E,B:K,9.157723468049872,7.726698461296273,0.8437357262701519,0.15626427372984805,3.443426099813962e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,3,A:E,B:T,8.825688239110999,6.823970899168649,0.7731941933919954,0.22680580660800462,4.0505793164058446e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,4,A:E,B:W,8.751767720367734,6.698403923504,0.7653772514911473,0.2346227485088527,4.0462425077159025e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,5,A:H,B:B,9.329568666892888,6.937531613242503,0.7436068976973372,0.2563931023026627,3.0878077872387166e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,6,A:H,B:C,10.069998597517198,6.489086953471518,0.6443979997247895,0.3556020002752105,2.498001805406602e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,7,A:H,B:K,9.95813078843927,7.662316467576847,0.7694532870036502,0.2305467129963498,2.264356237235976e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,8,A:H,B:T,9.626031694452568,6.790328398830894,0.7054130522699323,0.29458694773006766,3.426078865054194e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,9,A:H,B:W,9.842323975411253,6.2370190264758065,0.6336937335183785,0.36630626648162146,3.41740524767431e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,10,A:P,B:B,9.108118660317613,7.030765148054365,0.7719228756522581,0.22807712434774186,4.163336342344337e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,11,A:P,B:C,9.83445679162055,6.634445610597337,0.6746123096753261,0.32538769032467385,3.677613769070831e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,12,A:P,B:K,9.985315013833308,7.442327204980294,0.7453272325079332,0.2546727674920668,3.0097452308197603e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,13,A:P,B:T,9.382862375725386,6.924610262482995,0.7380061632788956,0.2619938367211045,4.44956571588051e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,14,A:P,B:W,9.356187352825335,6.741868694577251,0.7205786331909413,0.27942136680905877,4.761815941556335e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,15,A:R,B:B,8.788369105008073,6.3631134105769505,0.7240380250928372,0.2759619749071628,2.7972416050126014e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,16,A:R,B:C,9.75770936289905,5.554698609251521,0.5692625597531838,0.4307374402468162,1.9353008778866254e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,17,A:R,B:K,9.932454187619859,6.463456015670729,0.6507410850912351,0.34925891490876493,2.680147770384167e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,18,A:R,B:T,9.022769947814202,6.317682788975047,0.7001932694189468,0.29980673058105317,2.5825695748604716e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,19,A:R,B:W,9.109716328443668,5.944683624515195,0.6525651743901012,0.34743482560989875,2.7929047963226594e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,20,A:V,B:B,9.442894122247585,6.714922897003497,0.711108565877388,0.28889143412261203,3.0184188481996443e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,21,A:V,B:C,10.20822470795723,6.196249839801116,0.6069860349930569,0.3930139650069431,2.654126918244515e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,22,A:V,B:K,9.725984739564266,7.897399940258543,0.811989752372607,0.18801024762739302,2.714842239903703e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,23,A:V,B:T,9.557207557151795,6.820342526425373,0.713633400304424,0.28636659969557604,3.226585665316861e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,2,24,A:V,B:W,9.684066913016084,6.409277503703103,0.6618373831234656,0.33816261687653437,3.7296554733501353e-16,ea7578340b20099bd478df21223187886aa98f0f8b98282a0789a91701cb46bb,1
subj01,ventral,3,0,A:E,B:B,8.848973158487372,6.839512259882689,0.7729159233941922,0.22708407660580776,3.207070026212122e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,1,A:E,B:C,9.278849878457958,7.207160700162889,0.7767299605628105,0.2232700394371895,2.7056265214375763e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,2,A:E,B:D,9.361595488611822,7.191327710183567,0.7681733011142877,0.23182669888571225,2.793582422680463e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,3,A:E,B:T,9.324406445425257,6.775157764516115,0.7266047232250525,0.2733952767749474,3.3952468657741375e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,4,A:E,B:W,9.14130297838629,6.549300298605933,0.7164515074154207,0.28354849258457926,3.0032400177848473e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,5,A:H,B:B,9.691871464824871,6.845132698513606,0.706275637616217,0.2937243623837829,2.2985086056692694e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,6,A:H,B:C,10.409900952259964,6.7364042951191685,0.6471151191555489,0.3528848808444511,2.0469737016526324e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,7,A:H,B:D,10.236765500649563,7.0900110472828874,0.6926026631002731,0.3073973368997269,2.172741153660951e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,8,A:H,B:T,10.120733100841603,6.7913945573299905,0.6710378081964481,0.32896219180355196,2.242130092700023e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,9,A:H,B:W,10.224817736382038,6.1330919640889405,0.5998240870608498,0.4001759129391502,2.42861286636753e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,10,A:L,B:B,9.209587289988834,6.800651444946667,0.7384317267223506,0.2615682732776495,3.380542373809803e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,11,A:L,B:C,10.061745188619337,6.540918008895298,0.6500778827408207,0.3499221172591793,2.6194324487249787e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,12,A:L,B:D,9.701249426216853,7.156991554615806,0.7377391550488959,0.2622608449511042,2.949029909160572e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,13,A:L,B:T,9.600216010270174,6.831198655037553,0.7115671822102372,0.2884328177897628,3.397889608569571e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,14,A:L,B:W,9.77215626815222,6.0781428602535055,0.6219858436016188,0.37801415639838115,3.3458479042902667e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,15,A:R,B:B,8.743867862597192,6.3361755988076265,0.7246421947787294,0.2753578052212706,2.8059152223924855e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,16,A:R,B:C,9.90032534888234,5.616304026312952,0.5672847940241664,0.4327152059758336,2.089257586379567e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,17,A:R,B:D,9.460949344787833,6.431500161531487,0.6797943765627166,0.3202056234372835,1.9905951886833861e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,18,A:R,B:T,9.114017076391743,6.426593462292475,0.7051329187147821,0.29486708128521794,2.6733715068061326e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,19,A:R,B:W,9.09980501627853,5.930379053185008,0.6517039697637724,0.3482960302362276,2.3028454143592114e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,20,A:V,B:B,9.333976502741844,6.681324185222333,0.7158068357317701,0.28419316426823,2.706168622523819e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,21,A:V,B:C,10.247604851949822,6.30133093340481,0.6149076808134195,0.38509231918658043,2.1423834928313568e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,22,A:V,B:D,9.673101866941735,7.243322504795556,0.7488107335610658,0.25118926643893424,2.3592239273284576e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,23,A:V,B:T,9.589315346208826,6.897267994908794,0.7192659481821772,0.28073405181782285,2.7582103268031233e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,3,24,A:V,B:W,9.646793455443259,6.330567658673994,0.6562354307588014,0.3437645692411985,2.5673907444456745e-16,29a9e6358060b86b1c73255a7a1ddffe06415d20caf3daf2457bcfd5abb90477,1
subj01,ventral,4,0,A:E,B:B,8.71184643659965,6.70429706871355,0.7695609785484611,0.230439021451539,3.872770160118222e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,1,A:E,B:C,9.229623341959666,6.936410210336383,0.7515377338100149,0.24846226618998513,2.4708967510944646e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,2,A:E,B:D,9.014558573358075,7.248345793756751,0.8040710740045277,0.19592892599547226,2.766274080460984e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,3,A:E,B:K,9.228977008732022,7.673592203840741,0.8314672575931602,0.16853274240683982,3.5822039778921066e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,4,A:E,B:W,8.963384473529098,6.825301824010928,0.7614648065323527,0.23853519346764734,3.178880769727499e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,5,A:H,B:B,9.48760067592923,6.762378039749549,0.7127595554170214,0.2872404445829786,2.8189256484623115e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,6,A:H,B:C,10.269794115323794,6.536934930630018,0.6365205433744877,0.3634794566255123,2.454633718507182e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,7,A:H,B:D,9.856522316357328,7.179847259061249,0.7284361591862862,0.27156384081371376,2.896988204881268e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,8,A:H,B:K,10.074122517517443,7.580933007125329,0.7525154666268136,0.24748453337318643,2.411265631607762e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,9,A:H,B:W,10.064981305291033,6.365816000421001,0.6324717162737871,0.367528283726213,3.0444397003392965e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,10,A:L,B:B,9.149651230558497,6.701405418514984,0.7324219524492114,0.2675780475507886,3.434752482434078e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,11,A:L,B:C,10.057429998288876,6.3189334680570886,0.6282851055520309,0.3717148944479691,2.756584023544395e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,12,A:L,B:D,9.447938505780245,7.233140791736129,0.7655787331078516,0.23442126689214837,3.7947076036992655e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,13,A:L,B:K,10.128629359514658,7.017833422063736,0.6928709870769736,0.30712901292302636,2.5717275531356165e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,14,A:L,B:W,9.737504935643097,6.315780913013308,0.6486036160962616,0.3513963839037384,3.619066851756614e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,15,A:P,B:B,9.130094525391263,6.893563936694536,0.7550375209723382,0.2449624790276618,3.86843335142828e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,16,A:P,B:C,9.844695311669824,6.813052923052306,0.6920532030052943,0.30794679699470573,3.2526065174565133e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,17,A:P,B:D,9.380818222693868,7.472416929117998,0.7965634501946633,0.20343654980533665,3.9118014383277e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,18,A:P,B:K,9.978465258361219,7.384053581715645,0.7399989267416001,0.2600010732583999,3.7296554733501353e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,19,A:P,B:W,9.381223510466686,6.996830277149529,0.7458334479871548,0.25416655201284516,4.0939474033052647e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,20,A:V,B:B,9.250550368476436,6.655638638217184,0.7194856925375962,0.28051430746240386,3.217912047936977e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,21,A:V,B:C,10.126123467764799,6.307748999277191,0.6229184365919586,0.3770815634080414,2.411265631607762e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
subj01,ventral,4,22,A:V,B:D,9.444711502184864,7.322878391770925,0.7753416703175009,0.22465832968249913,2.697495005143935e-16,1a07a6781afba4f6732ff9d4af3708d79d1bb6f6873a88fc17c412f2e8d1d4fa,1
