policy,partition,identity,pair_index,source_row,target_row,source_beta_index0,target_beta_index0,child_seed
deterministic_derangement,val,B:C,0,86,71,230,215,8685171674074456412
deterministic_derangement,val,B:C,1,71,86,215,230,8685171674074456412
deterministic_derangement,val,B:D,0,54,70,198,214,4962084069400780673
deterministic_derangement,val,B:D,1,70,54,214,198,4962084069400780673
deterministic_derangement,val,B:K,0,57,55,201,199,11038350545243185164
deterministic_derangement,val,B:K,1,55,57,199,201,11038350545243185164
deterministic_derangement,val,B:T,0,88,74,232,218,5089057214263919719
deterministic_derangement,val,B:T,1,74,88,218,232,5089057214263919719
deterministic_derangement,val,B:W,0,72,50,216,194,4427133634386718704
deterministic_derangement,val,B:W,1,50,72,194,216,4427133634386718704
deterministic_derangement,test,A:E,0,26,23,26,23,6029636652340773131
deterministic_derangement,test,A:E,1,23,26,23,26,6029636652340773131
deterministic_derangement,test,A:H,0,28,21,28,21,15692176763806778115
deterministic_derangement,test,A:H,1,21,28,21,28,15692176763806778115
deterministic_derangement,test,A:L,0,12,27,12,27,14837455068301393055
deterministic_derangement,test,A:L,1,27,12,27,12,14837455068301393055
deterministic_derangement,test,A:P,0,16,20,16,20,6202140022802600143
deterministic_derangement,test,A:P,1,20,16,20,16,6202140022802600143
deterministic_derangement,test,A:R,0,30,22,30,22,13939284839801766849
deterministic_derangement,test,A:R,1,22,30,22,30,13939284839801766849
deterministic_derangement,test,A:V,0,19,1,19,1,5060435769605135229
deterministic_derangement,test,A:V,1,1,19,1,19,5060435769605135229
deterministic_derangement,test,B:B,0,85,94,229,238,8281861427438095129
deterministic_derangement,test,B:B,1,94,85,238,229,8281861427438095129
deterministic_derangement,test,B:C,0,49,73,193,217,13625964957691055033
deterministic_derangement,test,B:C,1,73,49,217,193,13625964957691055033
deterministic_derangement,test,B:D,0,68,65,212,209,15794632583682116691
deterministic_derangement,test,B:D,1,65,68,209,212,15794632583682116691
deterministic_derangement,test,B:K,0,78,67,222,211,8103325821195585342
deterministic_derangement,test,B:K,1,67,78,211,222,8103325821195585342
deterministic_derangement,test,B:T,0,92,80,236,224,5268566849958437278
deterministic_derangement,test,B:T,1,80,92,224,236,5268566849958437278
deterministic_derangement,test,B:W,0,48,75,192,219,8997989096862462655
deterministic_derangement,test,B:W,1,75,48,219,192,8997989096862462655
