participant,fold,split,identity,model,source_trial_row,source_beta_index,target_trial_row,target_beta_index,pairing_policy,root_seed_digest,child_seed_digest,derivation_version
subj01,fold_0,train,A:P,vis2vis,13,13,8,8,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,bca2906f2efee30f,PAIRING_V1
subj01,fold_0,train,A:P,vis2vis,20,20,41,41,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,bca2906f2efee30f,PAIRING_V1
subj01,fold_0,train,A:P,vis2vis,41,41,13,13,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,bca2906f2efee30f,PAIRING_V1
subj01,fold_0,train,A:R,vis2vis,22,22,25,25,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,90435a65985cc093,PAIRING_V1
subj01,fold_0,train,A:R,vis2vis,25,25,22,22,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,90435a65985cc093,PAIRING_V1
subj01,fold_0,train,A:R,vis2vis,30,30,39,39,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,90435a65985cc093,PAIRING_V1
subj01,fold_0,train,A:R,vis2vis,39,39,30,30,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,90435a65985cc093,PAIRING_V1
subj01,fold_0,train,A:V,vis2vis,1,1,3,3,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d23bcf609322168f,PAIRING_V1
subj01,fold_0,train,A:V,vis2vis,3,3,15,15,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d23bcf609322168f,PAIRING_V1
subj01,fold_0,train,A:V,vis2vis,15,15,19,19,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d23bcf609322168f,PAIRING_V1
subj01,fold_0,train,A:V,vis2vis,19,19,1,1,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d23bcf609322168f,PAIRING_V1
subj01,fold_0,train,B:B,vis2vis,53,197,89,233,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,766f0cae2f476a89,PAIRING_V1
subj01,fold_0,train,B:B,vis2vis,66,210,79,223,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,766f0cae2f476a89,PAIRING_V1
subj01,fold_0,train,B:B,vis2vis,79,223,66,210,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,766f0cae2f476a89,PAIRING_V1
subj01,fold_0,train,B:B,vis2vis,89,233,53,197,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,766f0cae2f476a89,PAIRING_V1
subj01,fold_0,train,B:C,vis2vis,58,202,71,215,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,98323d8bce537d7f,PAIRING_V1
subj01,fold_0,train,B:C,vis2vis,62,206,58,202,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,98323d8bce537d7f,PAIRING_V1
subj01,fold_0,train,B:C,vis2vis,71,215,90,234,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,98323d8bce537d7f,PAIRING_V1
subj01,fold_0,train,B:C,vis2vis,90,234,62,206,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,98323d8bce537d7f,PAIRING_V1
subj01,fold_0,train,B:D,vis2vis,68,212,70,214,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,bc093ff1585faf2f,PAIRING_V1
subj01,fold_0,train,B:D,vis2vis,70,214,81,225,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,bc093ff1585faf2f,PAIRING_V1
subj01,fold_0,train,B:D,vis2vis,81,225,93,237,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,bc093ff1585faf2f,PAIRING_V1
subj01,fold_0,train,B:D,vis2vis,93,237,68,212,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,bc093ff1585faf2f,PAIRING_V1
subj01,fold_0,train,B:K,vis2vis,59,203,82,226,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,28007faad0497aee,PAIRING_V1
subj01,fold_0,train,B:K,vis2vis,67,211,59,203,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,28007faad0497aee,PAIRING_V1
subj01,fold_0,train,B:K,vis2vis,82,226,91,235,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,28007faad0497aee,PAIRING_V1
subj01,fold_0,train,B:K,vis2vis,91,235,67,211,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,28007faad0497aee,PAIRING_V1
subj01,fold_0,train,B:T,vis2vis,52,196,92,236,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d20960f8e6b1cd3e,PAIRING_V1
subj01,fold_0,train,B:T,vis2vis,60,204,95,239,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d20960f8e6b1cd3e,PAIRING_V1
subj01,fold_0,train,B:T,vis2vis,92,236,60,204,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d20960f8e6b1cd3e,PAIRING_V1
subj01,fold_0,train,B:T,vis2vis,95,239,52,196,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d20960f8e6b1cd3e,PAIRING_V1
subj01,fold_0,train,B:W,vis2vis,56,200,77,221,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,85b91e1158172594,PAIRING_V1
subj01,fold_0,train,B:W,vis2vis,72,216,56,200,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,85b91e1158172594,PAIRING_V1
subj01,fold_0,train,B:W,vis2vis,75,219,72,216,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,85b91e1158172594,PAIRING_V1
subj01,fold_0,train,B:W,vis2vis,77,221,75,219,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,85b91e1158172594,PAIRING_V1
subj01,fold_0,val,A:E,vis2vis,9,9,38,38,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,609cb620e99690ba,PAIRING_V1
subj01,fold_0,val,A:E,vis2vis,38,38,9,9,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,609cb620e99690ba,PAIRING_V1
subj01,fold_0,val,A:H,vis2vis,18,18,21,21,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,09d4fe705e3a3ba2,PAIRING_V1
subj01,fold_0,val,A:H,vis2vis,21,21,18,18,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,09d4fe705e3a3ba2,PAIRING_V1
subj01,fold_0,val,A:L,vis2vis,7,7,29,29,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,9b6812963548a0e3,PAIRING_V1
subj01,fold_0,val,A:L,vis2vis,29,29,7,7,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,9b6812963548a0e3,PAIRING_V1
subj01,fold_0,val,A:P,vis2vis,11,11,37,37,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,49e434627d2e931d,PAIRING_V1
subj01,fold_0,val,A:P,vis2vis,37,37,11,11,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,49e434627d2e931d,PAIRING_V1
subj01,fold_0,val,A:R,vis2vis,5,5,44,44,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,263f114c7b505ad9,PAIRING_V1
subj01,fold_0,val,A:R,vis2vis,44,44,5,5,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,263f114c7b505ad9,PAIRING_V1
subj01,fold_0,val,A:V,vis2vis,31,31,33,33,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,21b124d3c77e8451,PAIRING_V1
subj01,fold_0,val,A:V,vis2vis,33,33,31,31,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,21b124d3c77e8451,PAIRING_V1
subj01,fold_0,val,B:B,vis2vis,83,227,85,229,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,7d08ca4ba8723421,PAIRING_V1
subj01,fold_0,val,B:B,vis2vis,85,229,83,227,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,7d08ca4ba8723421,PAIRING_V1
subj01,fold_0,val,B:C,vis2vis,49,193,73,217,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,7dd8e8a38e629cf9,PAIRING_V1
subj01,fold_0,val,B:C,vis2vis,73,217,49,193,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,7dd8e8a38e629cf9,PAIRING_V1
subj01,fold_0,val,B:D,vis2vis,61,205,65,209,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,8ecab4a7021a7072,PAIRING_V1
subj01,fold_0,val,B:D,vis2vis,65,209,61,205,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,8ecab4a7021a7072,PAIRING_V1
subj01,fold_0,val,B:K,vis2vis,57,201,84,228,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,5114dc84166e6dc0,PAIRING_V1
subj01,fold_0,val,B:K,vis2vis,84,228,57,201,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,5114dc84166e6dc0,PAIRING_V1
subj01,fold_0,val,B:T,vis2vis,69,213,80,224,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,db81bf23d3751cdc,PAIRING_V1
subj01,fold_0,val,B:T,vis2vis,80,224,69,213,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,db81bf23d3751cdc,PAIRING_V1
subj01,fold_0,val,B:W,vis2vis,48,192,63,207,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,b85a4ea21387edd8,PAIRING_V1
subj01,fold_0,val,B:W,vis2vis,63,207,48,192,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,b85a4ea21387edd8,PAIRING_V1
subj01,fold_0,test,A:E,vis2vis,6,6,23,23,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,f2f802bc9a821116,PAIRING_V1
subj01,fold_0,test,A:E,vis2vis,23,23,6,6,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,f2f802bc9a821116,PAIRING_V1
subj01,fold_0,test,A:H,vis2vis,24,24,35,35,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,8f7495a9aadc21ec,PAIRING_V1
subj01,fold_0,test,A:H,vis2vis,35,35,24,24,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,8f7495a9aadc21ec,PAIRING_V1
subj01,fold_0,test,A:L,vis2vis,0,0,4,4,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,b1b8490261bb2303,PAIRING_V1
subj01,fold_0,test,A:L,vis2vis,4,4,0,0,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,b1b8490261bb2303,PAIRING_V1
subj01,fold_0,test,A:P,vis2vis,16,16,34,34,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,004b7dc3feef9468,PAIRING_V1
subj01,fold_0,test,A:P,vis2vis,34,34,16,16,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,004b7dc3feef9468,PAIRING_V1
subj01,fold_0,test,A:R,vis2vis,17,17,46,46,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,96af3a662bc67f86,PAIRING_V1
subj01,fold_0,test,A:R,vis2vis,46,46,17,17,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,96af3a662bc67f86,PAIRING_V1
subj01,fold_0,test,A:V,vis2vis,40,40,45,45,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,876646e73adb2603,PAIRING_V1
subj01,fold_0,test,A:V,vis2vis,45,45,40,40,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,876646e73adb2603,PAIRING_V1
subj01,fold_0,test,B:B,vis2vis,76,220,94,238,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,f6f09a9086192364,PAIRING_V1
subj01,fold_0,test,B:B,vis2vis,94,238,76,220,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,f6f09a9086192364,PAIRING_V1
subj01,fold_0,test,B:C,vis2vis,64,208,86,230,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,1b7c9a70cbb9cd3b,PAIRING_V1
subj01,fold_0,test,B:C,vis2vis,86,230,64,208,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,1b7c9a70cbb9cd3b,PAIRING_V1
subj01,fold_0,test,B:D,vis2vis,51,195,54,198,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,7745c5873c7dd118,PAIRING_V1
subj01,fold_0,test,B:D,vis2vis,54,198,51,195,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,7745c5873c7dd118,PAIRING_V1
subj01,fold_0,test,B:K,vis2vis,55,199,78,222,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,eb9c65b65fceea0e,PAIRING_V1
subj01,fold_0,test,B:K,vis2vis,78,222,55,199,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,eb9c65b65fceea0e,PAIRING_V1
subj01,fold_0,test,B:T,vis2vis,74,218,88,232,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,81bccbd0bb7fc554,PAIRING_V1
subj01,fold_0,test,B:T,vis2vis,88,232,74,218,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,81bccbd0bb7fc554,PAIRING_V1
subj01,fold_0,test,B:W,vis2vis,50,194,87,231,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,7b661a5691f1724c,PAIRING_V1
subj01,fold_0,test,B:W,vis2vis,87,231,50,194,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,7b661a5691f1724c,PAIRING_V1
subj01,fold_1,train,A:E,vis2vis,6,6,47,47,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,57db5c35654e823c,PAIRING_V1
subj01,fold_1,train,A:E,vis2vis,23,23,43,43,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,57db5c35654e823c,PAIRING_V1
subj01,fold_1,train,A:E,vis2vis,43,43,6,6,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,57db5c35654e823c,PAIRING_V1
subj01,fold_1,train,A:E,vis2vis,47,47,23,23,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,57db5c35654e823c,PAIRING_V1
subj01,fold_1,train,A:H,vis2vis,2,2,24,24,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d080f35bbbdcb379,PAIRING_V1
subj01,fold_1,train,A:H,vis2vis,24,24,2,2,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d080f35bbbdcb379,PAIRING_V1
subj01,fold_1,train,A:H,vis2vis,28,28,35,35,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d080f35bbbdcb379,PAIRING_V1
subj01,fold_1,train,A:H,vis2vis,35,35,28,28,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,d080f35bbbdcb379,PAIRING_V1
subj01,fold_1,train,A:L,vis2vis,0,0,42,42,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,13d6d83623ab523d,PAIRING_V1
subj01,fold_1,train,A:L,vis2vis,4,4,36,36,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,13d6d83623ab523d,PAIRING_V1
subj01,fold_1,train,A:L,vis2vis,36,36,4,4,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,13d6d83623ab523d,PAIRING_V1
subj01,fold_1,train,A:L,vis2vis,42,42,0,0,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,13d6d83623ab523d,PAIRING_V1
subj01,fold_1,train,A:P,vis2vis,16,16,34,34,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,9b10ec089e169d9b,PAIRING_V1
subj01,fold_1,train,A:P,vis2vis,20,20,41,41,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,9b10ec089e169d9b,PAIRING_V1
subj01,fold_1,train,A:P,vis2vis,34,34,20,20,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,9b10ec089e169d9b,PAIRING_V1
subj01,fold_1,train,A:P,vis2vis,41,41,16,16,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,9b10ec089e169d9b,PAIRING_V1
subj01,fold_1,train,A:R,vis2vis,17,17,46,46,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,ec4b1794fabb5206,PAIRING_V1
subj01,fold_1,train,A:R,vis2vis,25,25,39,39,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,ec4b1794fabb5206,PAIRING_V1
subj01,fold_1,train,A:R,vis2vis,39,39,25,25,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,ec4b1794fabb5206,PAIRING_V1
subj01,fold_1,train,A:R,vis2vis,46,46,17,17,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,ec4b1794fabb5206,PAIRING_V1
subj01,fold_1,train,A:V,vis2vis,15,15,19,19,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,39d1987e5bb7dd07,PAIRING_V1
subj01,fold_1,train,A:V,vis2vis,19,19,45,45,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,39d1987e5bb7dd07,PAIRING_V1
subj01,fold_1,train,A:V,vis2vis,40,40,15,15,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,39d1987e5bb7dd07,PAIRING_V1
subj01,fold_1,train,A:V,vis2vis,45,45,40,40,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,39d1987e5bb7dd07,PAIRING_V1
subj01,fold_1,train,B:B,vis2vis,53,197,89,233,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,8d6d9c535f025c5e,PAIRING_V1
subj01,fold_1,train,B:B,vis2vis,76,220,94,238,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,8d6d9c535f025c5e,PAIRING_V1
subj01,fold_1,train,B:B,vis2vis,89,233,53,197,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,8d6d9c535f025c5e,PAIRING_V1
subj01,fold_1,train,B:B,vis2vis,94,238,76,220,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,8d6d9c535f025c5e,PAIRING_V1
subj01,fold_1,train,B:C,vis2vis,62,206,64,208,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,2db22f3d70ed30ee,PAIRING_V1
subj01,fold_1,train,B:C,vis2vis,64,208,90,234,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,2db22f3d70ed30ee,PAIRING_V1
subj01,fold_1,train,B:C,vis2vis,86,230,62,206,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,2db22f3d70ed30ee,PAIRING_V1
subj01,fold_1,train,B:C,vis2vis,90,234,86,230,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,2db22f3d70ed30ee,PAIRING_V1
subj01,fold_1,train,B:D,vis2vis,51,195,68,212,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,32d2543e6800068a,PAIRING_V1
subj01,fold_1,train,B:D,vis2vis,54,198,81,225,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,32d2543e6800068a,PAIRING_V1
subj01,fold_1,train,B:D,vis2vis,68,212,51,195,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,32d2543e6800068a,PAIRING_V1
subj01,fold_1,train,B:D,vis2vis,81,225,54,198,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,32d2543e6800068a,PAIRING_V1
subj01,fold_1,train,B:K,vis2vis,55,199,78,222,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,030c259244ab6df2,PAIRING_V1
subj01,fold_1,train,B:K,vis2vis,59,203,82,226,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,030c259244ab6df2,PAIRING_V1
subj01,fold_1,train,B:K,vis2vis,78,222,59,203,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,030c259244ab6df2,PAIRING_V1
subj01,fold_1,train,B:K,vis2vis,82,226,55,199,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,030c259244ab6df2,PAIRING_V1
subj01,fold_1,train,B:T,vis2vis,60,204,88,232,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,0e94b04fba850a9a,PAIRING_V1
subj01,fold_1,train,B:T,vis2vis,74,218,60,204,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,0e94b04fba850a9a,PAIRING_V1
subj01,fold_1,train,B:T,vis2vis,88,232,95,239,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,0e94b04fba850a9a,PAIRING_V1
subj01,fold_1,train,B:T,vis2vis,95,239,74,218,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,0e94b04fba850a9a,PAIRING_V1
subj01,fold_1,train,B:W,vis2vis,50,194,77,221,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,374d32584f46221e,PAIRING_V1
subj01,fold_1,train,B:W,vis2vis,72,216,87,231,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,374d32584f46221e,PAIRING_V1
subj01,fold_1,train,B:W,vis2vis,77,221,50,194,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,374d32584f46221e,PAIRING_V1
subj01,fold_1,train,B:W,vis2vis,87,231,72,216,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,374d32584f46221e,PAIRING_V1
subj01,fold_1,val,A:E,vis2vis,9,9,38,38,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,0df1f30bf5ddea4e,PAIRING_V1
subj01,fold_1,val,A:E,vis2vis,38,38,9,9,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,0df1f30bf5ddea4e,PAIRING_V1
subj01,fold_1,val,A:H,vis2vis,18,18,21,21,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,592a59a52af520ce,PAIRING_V1
subj01,fold_1,val,A:H,vis2vis,21,21,18,18,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,592a59a52af520ce,PAIRING_V1
subj01,fold_1,val,A:L,vis2vis,7,7,29,29,V2V_ROY_WITHIN_SPLIT_DERANGEMENT_V1,908ce1f927ae651f,bbfb34065b9939b2,PAIRING_V1
