,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2
67,114871,val2017,"(0, 0, 0.16640625, 0.16640625)",0.0,67,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,955,6889,0,0,0,0,0,0
68,537270,val2017,"(0, 0, 0.125, 0.125)",0.125,68,False,False,False,0,1,0,0,0,0,0,0,0,0,0,12311,28974,29002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,128372,val2017,"(0, 0, 0.16640625, 0.16640625)",0.0625,69,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,6923,7130,0,0,0,0,0,0,0,0,0
70,286907,val2017,"(0.125, 0.125, 0, 0)",0.0,70,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22909,22947,23404,0,0,0,0,0,0
71,286908,val2017,"(0, 0, 0.0, 0.0)",0.0,71,False,False,False,1,0,0,0,0,0,0,0,2222,2458,7542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,296231,val2017,"(0, 0, 0.125, 0.125)",0.14285714285714285,72,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361,6627,28729,0,0,0,0,0,0,0,0,0
73,508101,val2017,"(0, 0, 0.125, 0.125)",0.0,73,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15130,28034,28318,0,0,0
74,450758,val2017,"(0, 0, 0.12578125, 0.12578125)",0.0,74,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9757,26490,29462,0,0,0,0,0,0,0,0,0,0,0,0
75,65736,val2017,"(0, 0, 0.16640625, 0.16640625)",0.0,75,False,False,False,0,1,0,0,0,0,0,0,0,0,0,18561,18625,24833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,131273,val2017,"(0.125, 0.125, 0, 0)",0.0,76,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12358,12550,12922
77,483531,val2017,"(0, 0, 0.125, 0.125)",0.0,77,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10533,10765,14454,0,0,0,0,0,0,0,0,0,0,0,0
78,344268,val2017,"(0, 0, 0.1, 0.1)",0.0,78,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17500,28099,28322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,125850,val2017,"(0, 0, 0.11796875, 0.11796875)",0.0,79,False,False,False,0,1,0,0,0,0,0,0,0,0,0,13919,14046,14163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,360661,val2017,"(0, 0, 0.125, 0.125)",0.14285714285714285,80,False,False,False,0,1,0,0,0,0,0,0,0,0,0,7343,14934,22219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,98520,val2017,"(0, 0, 0.125, 0.125)",0.0,81,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2119,2331,2672,0,0,0,0,0,0,0,0,0,0,0,0
82,215778,val2017,"(0, 0, 0.16640625, 0.16640625)",0.05263157894736842,82,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22238,29168,29222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,426203,val2017,"(0, 0.334375, 0, 0)",0.125,83,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14648,14860,14900,0,0,0
84,516316,val2017,"(0, 0, 0.125, 0.125)",0.0,84,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4288,4373,4457
85,516318,val2017,"(0, 0, 0.16640625, 0.16640625)",0.0,85,False,False,False,1,0,0,0,0,0,0,0,20943,25138,25340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,253695,val2017,"(0, 0.3328125, 0, 0)",0.0,86,False,False,False,0,1,0,0,0,0,0,0,0,0,0,8437,8456,13998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,229601,val2017,"(0, 0, 0.16640625, 0.16640625)",0.0,87,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14944,17042,17165,0,0,0,0,0,0
88,464251,val2017,"(0, 0, 0.1421875, 0.1421875)",0.0,88,False,False,False,1,0,0,0,0,0,0,0,7523,13695,18315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,401446,val2017,"(0, 0, 0.125, 0.125)",0.0,89,False,False,False,0,1,0,0,0,0,0,0,0,0,0,5457,5592,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,566282,val2017,"(0, 0, 0.1671875, 0.1671875)",0.0,90,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19258,21450,24015,0,0,0
91,319721,val2017,"(0, 0.25, 0, 0)",0.0,91,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,2069,7009,0,0,0,0,0,0,0,0,0
92,491757,val2017,"(0, 0, 0.12578125, 0.12578125)",0.0,92,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22199,22269,22535,0,0,0,0,0,0,0,0,0
93,116206,val2017,"(0, 0, 0.125, 0.125)",0.0,93,False,False,False,1,0,0,0,0,0,0,0,1875,12135,28531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,275791,val2017,"(0, 0, 0.3328125, 0.0)",0.125,94,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5099,7155,22823,0,0,0
95,192047,val2017,"(0.25, 0.0, 0, 0)",0.0,95,False,False,False,1,0,0,0,0,0,0,0,8149,23091,29131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,123131,val2017,"(0, 0, 0.0, 0.3328125)",0.0,96,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11929,20933,23836,0,0,0,0,0,0,0,0,0
97,57597,val2017,"(0, 0, 0.1671875, 0.1671875)",0.06060606060606061,97,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5215,5337,22403,0,0,0,0,0,0
98,540928,val2017,"(0, 0, 0.14453125, 0.14453125)",0.0,98,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14595,27076,28049,0,0,0,0,0,0
99,82180,val2017,"(0, 0, 0.16796875, 0.16796875)",0.0,99,False,False,False,1,0,0,0,0,0,0,0,24439,24510,29674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,65798,val2017,"(0, 0, 0.125, 0.125)",0.0,100,False,False,False,0,1,0,0,0,0,0,0,0,0,0,1690,3358,18319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,213255,val2017,"(0, 0.25, 0, 0)",0.0,101,False,False,False,0,1,0,0,0,0,0,0,0,0,0,16331,16376,16525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,409867,val2017,"(0.33125, 0.0, 0, 0)",0.0,102,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17125,17316,17349
103,264335,val2017,"(0.125, 0.125, 0, 0)",0.0,103,False,False,False,1,0,0,0,0,0,0,0,3229,3545,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,549136,val2017,"(0, 0, 0.1609375, 0.1609375)",0.0,104,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4417,16046,18306,0,0,0,0,0,0,0,0,0,0,0,0
105,286994,val2017,"(0, 0, 0.125, 0.125)",0.0,105,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10648,11304,19563,0,0,0
106,177539,val2017,"(0, 0, 0.16640625, 0.16640625)",0.0,106,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5686,5700,23722,0,0,0,0,0,0
107,43737,val2017,"(0.125, 0.125, 0, 0)",0.0,107,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360,23983,24228,0,0,0
108,434459,val2017,"(0, 0, 0.14296875, 0.14296875)",0.029411764705882353,108,False,False,False,0,1,0,0,0,0,0,0,0,0,0,15729,16725,24787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,285,val2017,"(0.0421875, 0.0421875, 0, 0)",0.0,109,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14279,14880,14897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,481480,val2017,"(0, 0, 0.153125, 0.153125)",0.0,110,False,False,False,1,0,0,0,0,0,0,0,8390,12319,23227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,147745,val2017,"(0, 0, 0.125, 0.125)",0.0,111,False,False,False,0,1,0,0,0,0,0,0,0,0,0,10532,21309,21589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,442661,val2017,"(0, 0, 0.125, 0.125)",0.0,112,False,False,False,0,1,0,0,0,0,0,0,0,0,0,17800,18007,18125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,224664,val2017,"(0, 0, 0.125, 0.125)",0.0,113,False,False,False,1,0,0,0,0,0,0,0,5411,5534,17195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,32817,val2017,"(0, 0.25, 0, 0)",0.0,114,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11524,11583,13806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,237864,val2017,"(0, 0, 0.16796875, 0.16796875)",0.0,115,False,False,False,0,1,0,0,0,0,0,0,0,0,0,7690,8801,17811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,368940,val2017,"(0, 0, 0.125, 0.125)",0.0,116,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12327,27885,28743,0,0,0
117,532530,val2017,"(0, 0, 0.16640625, 0.16640625)",0.0,117,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5541,11588,18140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,205105,val2017,"(0, 0, 0.165625, 0.165625)",0.0,118,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8217,10126,22443,0,0,0
119,131379,val2017,"(0, 0, 0.125, 0.125)",0.0,119,False,False,False,1,0,0,0,0,0,0,0,1184,7071,7149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1584,val2017,"(0, 0, 0.0, 0.0)",0.0,120,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18988,23734,23827,0,0,0,0,0,0
121,426297,val2017,"(0, 0, 0.16796875, 0.16796875)",0.0,121,False,False,False,0,1,0,0,0,0,0,0,0,0,0,1133,1318,12602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,565563,val2017,"(0, 0, 0.125, 0.125)",0.08333333333333333,122,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22596,22652,22771,0,0,0,0,0,0
123,295231,val2017,"(0.125, 0.125, 0, 0)",0.14285714285714285,123,False,False,False,0,1,0,0,0,0,0,0,0,0,0,15012,15087,17380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
